,id,start_date,num_samples,end_date,days_to_complete,library_type,library_category
659,1642,5/1/2016,1,5/22/2016,22.0,Ready Made library,Others
660,1643,5/2/2016,1,5/22/2016,21.0,Ready Made library,Others
661,1644,4/26/2016,96,5/22/2016,27.0,Lexogen_mRNA_stranded,RNA Seq
662,1649,5/3/2016,7,5/24/2016,22.0,None,Unknown
663,1650,4/26/2016,5,5/24/2016,29.0,Ready made Library Bisulfide Treatment,Sequencing only
664,1651,5/3/2016,4,5/24/2016,22.0,None,Unknown
665,1657,4/29/2016,4,5/24/2016,26.0,None,Unknown
666,1658,5/3/2016,22,5/30/2016,28.0,Nextera XT,DNA Seq
667,1660,4/29/2016,8,5/11/2016,13.0,Lexogen_mRNA_stranded,RNA Seq
668,1664,5/3/2016,20,6/21/2016,50.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
669,1665,3/22/2016,26,6/21/2016,91.95833333,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
670,1666,5/12/2016,182,7/19/2016,69.0,Clontech SMART-Seq v4 Ultra Low Input RNA kit,Low input RNA Seq 
671,1670,5/10/2016,12,6/6/2016,28.0,TruSeq RNA stranded,RNA Seq
672,1671,5/2/2016,10,6/19/2016,49.0,Lexogen_mRNA_stranded,RNA Seq
673,1672,5/12/2016,4,5/30/2016,19.0,Ready Made Libraries,Others
674,1673,3/31/2016,12,6/6/2016,68.0,TruSeq DNA Nano,DNA Seq
675,1675,5/12/2016,2,6/6/2016,26.0,Agilent Sure Select Mouse All Exon,Exome Seq
676,1676,5/12/2016,4,6/13/2016,33.0,TruSeq DNA Nano,DNA Seq
677,1677,5/12/2016,16,6/13/2016,33.0,TruSeq RNA stranded,RNA Seq
678,1678,5/18/2016,21,5/30/2016,13.0,Clontech SMARTer Stranded total RNA - Low Input Mammalian,Low input RNA Seq 
679,1679,5/6/2016,8,6/13/2016,39.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
680,1681,11/18/2015,6,6/6/2016,201.95833330000002,TruSeq RNA stranded,RNA Seq
681,1682,4/25/2016,6,6/6/2016,43.0,NuGEN Ovation Single Cell RNA-Seq System,Sequencing only
682,1684,5/23/2016,5,5/30/2016,8.0,Ready Made Fragment Library,Sequencing only
683,1687,5/23/2016,4,6/6/2016,15.0,TruSeq DNA Nano,DNA Seq
684,1688,5/23/2016,6,6/19/2016,28.0,Nugen Ultra Low Input,DNA Seq
685,1690,5/17/2016,16,6/19/2016,34.0,TruSeq RNA stranded,RNA Seq
686,1691,4/27/2016,8,6/6/2016,41.0,TruSeq DNA Nano,DNA Seq
687,1692,5/6/2016,4,6/6/2016,32.0,TruSeq DNA Nano,DNA Seq
688,1693,2/17/2016,16,7/25/2016,159.95833330000002,TruSeq RNA stranded,RNA Seq
689,1695,5/23/2016,64,7/9/2016,48.0,,Others
690,1696,5/12/2016,7,7/16/2016,66.0,Agilent Sure Select Human All Exon v5+UTR,Exome Seq
691,1697,5/31/2016,5,6/6/2016,7.0,Ready Made Fragment Library,Sequencing only
692,1698,6/2/2016,42,7/3/2016,32.0,,Others
693,1699,4/25/2016,10,7/9/2016,76.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
694,1700,5/26/2016,96,7/24/2016,60.0,TruSeq RNA stranded,RNA Seq
695,1701,6/3/2016,11,8/24/2016,83.0,TruSeq Small RNA,Others
696,1702,6/3/2016,5,6/13/2016,11.0,TruSeq DNA Nano,DNA Seq
697,1704,6/3/2016,4,6/13/2016,11.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
698,1705,6/3/2016,4,6/13/2016,11.0,TruSeq DNA Nano,DNA Seq
699,1706,6/6/2016,3,7/3/2016,28.0,Nextera XT,DNA Seq
700,1707,6/6/2016,8,6/12/2016,7.0,Ready Made library,Others
701,1709,6/7/2016,8,6/24/2016,18.0,TruSeq RNA stranded,RNA Seq
702,1710,5/12/2016,24,6/24/2016,44.0,TruSeq RNA stranded,RNA Seq
703,1712,6/10/2016,2,7/16/2016,37.0,HiC,Others
704,1713,6/9/2016,48,8/9/2016,62.0,TruSeq RNA stranded,RNA Seq
705,1715,6/14/2016,18,8/9/2016,57.0,TruSeq RNA stranded,RNA Seq
706,1716,6/14/2016,12,7/25/2016,42.0,TruSeq RNA stranded,RNA Seq
707,1717,6/14/2016,24,7/16/2016,33.0,Nextera XT,DNA Seq
708,1718,6/15/2016,2,6/15/2016,1.0,Ready Made library,Others
709,1720,6/10/2016,6,7/22/2016,43.0,NEB Next Ultra DNA,DNA Seq
710,1723,6/20/2016,7,7/19/2016,30.0,Ready-made library ddRAD,Sequencing only
711,1724,6/21/2016,8,6/23/2016,3.0,Lexogen_mRNA_stranded,RNA Seq
712,1725,5/23/2016,15,7/25/2016,64.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
713,1726,6/17/2016,21,7/9/2016,23.0,NuGEN Ovation Single Cell RNA-Seq System,Sequencing only
714,1727,6/27/2016,15,7/16/2016,20.0,TruSeq RNA stranded,RNA Seq
715,1732,6/24/2016,12,8/17/2016,55.0,NEBnext smRNA,Others
716,1733,5/13/2016,20,7/16/2016,65.0,TruSeq RNA stranded,RNA Seq
717,1734,6/24/2016,12,7/11/2016,18.0,NEB Next Ultra DNA,DNA Seq
718,1735,6/30/2016,3,7/19/2016,20.0,Ready made Library Bisulfide Treatment,Sequencing only
719,1736,6/17/2016,11,7/19/2016,33.0,Clontech SMART-Seq v4 Ultra Low Input RNA kit,Low input RNA Seq 
720,1737,7/4/2016,30,7/24/2016,21.0,TruSeq RNA stranded,RNA Seq
721,1738,7/7/2016,36,8/24/2016,49.0,TruSeq RNA stranded,RNA Seq
722,1739,7/11/2016,51,7/25/2016,15.0,TruSeq RNA stranded,RNA Seq
723,1740,7/7/2016,12,7/25/2016,19.0,TruSeq RNA stranded,RNA Seq
724,1742,6/23/2016,2,8/22/2016,61.0,TruSeq Small RNA,Others
725,1743,6/26/2016,7,8/9/2016,45.0,TruSeq RNA stranded,RNA Seq
726,1744,7/12/2016,4,10/3/2016,84.0,TruSeq DNA Nano,DNA Seq
727,1745,7/12/2016,20,9/5/2016,56.0,,Others
728,1746,6/29/2016,15,8/22/2016,55.0,Clontech SMARTer Stranded total RNA - Low Input Mammalian,Low input RNA Seq 
729,1747,7/12/2016,1,8/21/2016,41.0,TruSeq DNA Nano,DNA Seq
730,1748,7/12/2016,10,8/25/2016,45.0,TruSeq RNA stranded,RNA Seq
731,1750,7/14/2016,36,8/22/2016,40.0,,Others
732,1752,7/14/2016,1,7/22/2016,9.0,NEB Next Ultra DNA,DNA Seq
733,1753,7/18/2016,28,7/19/2016,2.0,NEB Next Ultra DNA,DNA Seq
734,1754,7/12/2016,12,8/25/2016,45.0,Ready made Library Bisulfide Treatment,Sequencing only
735,1755,7/13/2016,10,8/25/2016,44.0,Ready made Library Bisulfide Treatment,Sequencing only
736,1756,7/19/2016,10,8/9/2016,22.0,Lexogen QuantSeq 3\ mRNA-Seq,Others
737,1766,7/24/2016,96,7/25/2016,2.0,Nextera XT,DNA Seq
738,1768,7/22/2016,7,10/24/2016,95.0,TruSeq DNA Nano,DNA Seq
739,1769,6/30/2016,200,8/2/2016,34.0,Lexogen_mRNA_stranded,RNA Seq
740,1770,7/25/2016,1,8/24/2016,31.0,Ready Made library,Others
741,1771,7/27/2016,6,8/22/2016,27.0,Ready Made Fragment Library,Sequencing only
742,1774,7/27/2016,25,7/28/2016,2.0,Lexogen_mRNA_stranded,RNA Seq
743,1775,7/27/2016,26,8/6/2016,11.0,CLIP,Others
744,1776,7/20/2016,30,8/9/2016,21.0,TruSeq RNA stranded,RNA Seq
745,1777,7/28/2016,12,9/18/2016,53.0,TruSeq RNA stranded,RNA Seq
746,1779,7/26/2016,32,8/17/2016,23.0,NEBnext smRNA,Others
747,1780,8/1/2016,10,8/27/2016,27.0,Nextera XT,DNA Seq
748,1781,7/28/2016,1,8/9/2016,13.0,TruSeq DNA Nano,DNA Seq
749,1783,7/29/2016,3,8/9/2016,12.0,TruSeq DNA Nano,DNA Seq
750,1784,8/27/2016,21,10/25/2016,60.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
751,1785,8/2/2016,34,9/8/2016,38.0,TruSeq RNA stranded,RNA Seq
752,1786,8/3/2016,10,9/8/2016,37.0,TruSeq Small RNA,Others
753,1788,8/3/2016,2,8/25/2016,23.0,TruSeq Small RNA,Others
754,1789,7/19/2016,383,8/21/2016,34.0,Nextera XT,DNA Seq
755,1790,8/5/2016,11,8/22/2016,18.0,TruSeq RNA stranded,RNA Seq
756,1791,5/20/2016,36,8/22/2016,95.0,TruSeq RNA stranded,RNA Seq
757,1792,8/8/2016,20,8/21/2016,14.0,TruSeq RNA stranded,RNA Seq
758,1793,7/26/2016,33,9/8/2016,45.0,TruSeq RNA stranded,RNA Seq
759,1794,8/9/2016,8,8/11/2016,3.0,Lexogen_mRNA_stranded,RNA Seq
760,1795,8/9/2016,6,9/5/2016,28.0,Clontech SMART-Seq v4 Ultra Low Input RNA kit,Low input RNA Seq 
761,1798,8/10/2016,4,10/24/2016,76.0,TruSeq DNA Nano,DNA Seq
762,1799,8/9/2016,20,9/23/2016,46.0,Ready Made Fragment Library,Sequencing only
763,1800,8/11/2016,2,8/24/2016,14.0,Ready Made library,Others
764,1801,8/15/2016,11,8/25/2016,11.0,Ready made Library Bisulfide Treatment,Sequencing only
765,1803,8/16/2016,4,10/3/2016,49.0,TruSeq DNA Nano,DNA Seq
766,1804,8/16/2016,12,9/8/2016,24.0,TruSeq RNA stranded,RNA Seq
767,1806,8/9/2016,15,11/20/2016,104.04166670000001,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
768,1807,8/17/2016,10,8/25/2016,9.0,NEB Next Ultra DNA,DNA Seq
769,1808,8/17/2016,118,8/30/2016,14.0,NEB Next Ultra DNA,DNA Seq
770,1810,8/23/2016,12,9/8/2016,17.0,TruSeq RNA stranded,RNA Seq
771,1811,5/19/2016,6,12/16/2016,212.04166669999998,,Others
772,1812,8/24/2016,3,10/3/2016,41.0,TruSeq DNA Nano,DNA Seq
773,1813,8/20/2016,35,9/5/2016,17.0,Ready made Library Bisulfide Treatment,Sequencing only
774,1814,8/24/2016,30,10/27/2016,65.0,TruSeq RNA stranded,RNA Seq
775,1815,8/3/2016,10,9/22/2016,51.0,TruSeq RNA stranded,RNA Seq
776,1816,8/24/2016,8,9/25/2016,33.0,TruSeq RNA stranded,RNA Seq
777,1817,8/23/2016,24,9/25/2016,34.0,TruSeq RNA stranded,RNA Seq
778,1818,8/2/2016,192,9/27/2016,57.0,Ready Made Library,Others
779,1819,8/11/2016,24,9/5/2016,26.0,Ready made Library Bisulfide Treatment,Sequencing only
780,1822,8/23/2016,8,10/23/2016,62.0,Ready Made Library,Others
781,1823,8/25/2016,5,10/23/2016,60.0,Ready Made Library,Others
782,1824,8/25/2016,12,10/15/2016,52.0,TruSeq DNA Nano,DNA Seq
783,1825,8/29/2016,8,8/31/2016,3.0,Lexogen_mRNA_stranded,RNA Seq
784,1826,8/26/2016,6,10/23/2016,59.0,TruSeq DNA Nano,DNA Seq
785,1827,8/29/2016,19,12/16/2016,110.04166670000001,TruSeq RNA stranded,RNA Seq
786,1828,8/30/2016,12,10/23/2016,55.0,TruSeq RNA stranded,RNA Seq
787,1829,8/29/2016,12,9/28/2016,31.0,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1,Low input RNA Seq 
788,1830,8/26/2016,8,10/25/2016,61.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
789,1831,8/26/2016,8,10/25/2016,61.0,Agilent Sure Select Human All Exon v5+UTR,Exome Seq
790,1833,9/1/2016,7,9/18/2016,18.0,Ready Made Library-Homemade kit,Sequencing only
791,1838,9/1/2016,120,10/25/2016,55.0,TruSeq DNA Nano,DNA Seq
792,1839,9/2/2016,40,9/18/2016,17.0,TruSeq RNA stranded,RNA Seq
793,1840,5/12/2016,136,9/13/2016,125.0,Ready Made library,Others
794,1841,8/31/2016,9,9/27/2016,28.0,Ready Made Library,Others
795,1842,9/6/2016,12,10/25/2016,50.0,Agilent Sure Select Mouse All Exon,Exome Seq
796,1845,9/7/2016,30,12/18/2016,103.04166670000001,TruSeq RNA stranded,RNA Seq
797,1846,9/8/2016,40,10/23/2016,46.0,Nextera XT,DNA Seq
798,1847,8/17/2016,10,9/13/2016,28.0,NEB Next Ultra DNA,DNA Seq
799,1848,9/6/2016,4,9/13/2016,8.0,NEB Next Ultra DNA,DNA Seq
800,1849,9/13/2016,1,9/13/2016,1.0,None,Unknown
801,1852,8/24/2016,7,9/13/2016,21.0,NEB Next Ultra DNA,DNA Seq
802,1853,8/9/2016,9,9/15/2016,38.0,NEB Next Ultra DNA,DNA Seq
803,1858,9/13/2016,45,11/5/2016,54.04166667,TruSeq RNA stranded,RNA Seq
804,1859,9/12/2016,3,10/25/2016,44.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
805,1860,9/2/2016,5,9/27/2016,26.0,Ready Made Library-Homemade kit,Sequencing only
806,1861,9/1/2016,1,10/23/2016,53.0,Ready Made Library-Homemade kit,Sequencing only
807,1862,9/15/2016,1,9/27/2016,13.0,Ready Made Library-Homemade kit,Sequencing only
808,1863,5/24/2016,8,9/28/2016,128.0,SmartSeq2-Picelli,Single cell RNA Seq
809,1864,7/18/2016,1,9/16/2016,61.0,None,Unknown
810,1865,9/16/2016,1,9/28/2016,13.0,CLIP,Others
811,1866,9/7/2016,2,10/3/2016,27.0,Ready Made library,Others
812,1870,9/13/2016,9,10/23/2016,41.0,Ready Made Library,Others
813,1872,9/6/2016,60,10/25/2016,50.0,TruSeq RNA stranded,RNA Seq
814,1873,9/12/2016,18,10/27/2016,46.0,TruSeq RNA stranded,RNA Seq
815,1874,9/15/2016,2,12/16/2016,93.04166667,TruSeq DNA Nano,DNA Seq
816,1875,8/26/2016,12,10/27/2016,63.0,TruSeq RNA stranded,RNA Seq
817,1876,9/20/2016,3,9/20/2016,1.0,Lucigen Mate Pair Library prep,Others
818,1877,9/19/2016,11,9/28/2016,10.0,Ready Made Library-Homemade kit,Sequencing only
819,1878,9/19/2016,8,10/23/2016,35.0,TruSeq DNA Nano,DNA Seq
820,1879,9/21/2016,2,12/10/2016,81.04166667,TruSeq Small RNA,Others
821,1880,7/7/2016,10,11/7/2016,124.04166670000001,Ready-made library ddRAD,Sequencing only
822,1884,9/22/2016,1,12/3/2016,73.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
823,1886,9/23/2016,5,10/15/2016,23.0,SmartSeq2-Picelli,Single cell RNA Seq
824,1887,9/23/2016,8,9/29/2016,7.0,Lexogen_mRNA_stranded,RNA Seq
825,1888,9/23/2016,1,12/3/2016,72.04166667,TruSeq DNA Nano,DNA Seq
826,1889,9/26/2016,10,10/27/2016,32.0,TruSeq RNA stranded,RNA Seq
827,1891,9/26/2016,24,12/10/2016,76.04166667,,Others
828,1892,7/22/2016,5,12/18/2016,150.04166669999998,TruSeq DNA Nano,DNA Seq
829,1894,9/26/2016,12,10/26/2016,31.0,TruSeq Small RNA,Others
830,1895,9/7/2016,18,12/1/2016,86.04166667,TruSeq DNA Nano,DNA Seq
831,1896,9/28/2016,8,10/12/2016,15.0,Ready Made Libraries,Others
832,1897,9/28/2016,1,10/25/2016,28.0,Ready-made library ddRAD,Sequencing only
833,1898,9/28/2016,21,10/15/2016,18.0,Ready Made Library-Homemade kit,Sequencing only
834,1899,10/3/2016,4,10/25/2016,23.0,,Others
835,1900,10/3/2016,5,10/25/2016,23.0,NEB Next Ultra DNA,DNA Seq
836,1901,10/4/2016,6,11/5/2016,33.04166667,TruSeq RNA stranded,RNA Seq
837,1902,10/3/2016,12,10/27/2016,25.0,TruSeq RNA stranded,RNA Seq
838,1903,10/4/2016,1,12/3/2016,61.04166667,TruSeq DNA Nano,DNA Seq
839,1904,10/5/2016,16,12/18/2016,75.04166667,,Others
840,1905,10/4/2016,20,10/26/2016,23.0,Nextflex small RNA v3,Others
841,1906,10/4/2016,8,12/3/2016,61.04166667,Ready Made Library-Homemade kit,Sequencing only
842,1909,10/6/2016,1,10/25/2016,20.0,Ready Made library,Others
843,1910,9/30/2016,8,10/25/2016,26.0,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1,Low input RNA Seq 
844,1912,10/10/2016,30,12/16/2016,68.04166667,,Others
845,1913,10/10/2016,8,2/23/2017,137.04166669999998,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
846,1914,10/10/2016,8,1/16/2017,99.04166667,TruSeq RNA stranded,RNA Seq
847,1922,10/10/2016,8,11/24/2016,46.04166667,TruSeq RNA stranded,RNA Seq
848,1926,10/17/2016,8,10/31/2016,15.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
849,1927,10/18/2016,8,11/5/2016,19.04166667,,Others
850,1928,10/18/2016,12,11/5/2016,19.04166667,TruSeq RNA stranded,RNA Seq
851,1930,10/18/2016,13,12/10/2016,54.04166667,TruSeq DNA Nano,DNA Seq
852,1931,10/13/2016,2,12/3/2016,52.04166667,Ready made Library Bisulfide Treatment,Sequencing only
853,1932,10/5/2016,57,11/24/2016,51.04166667,TruSeq RNA stranded,RNA Seq
854,1934,7/20/2016,30,11/5/2016,109.04166670000001,TruSeq RNA stranded,RNA Seq
855,1935,9/23/2016,4,12/16/2016,85.04166667,TruSeq RNA stranded,RNA Seq
856,1937,10/23/2016,6,11/5/2016,14.04166667,TruSeq RNA stranded,RNA Seq
857,1938,10/21/2016,3,12/3/2016,44.04166667,TruSeq DNA Nano,DNA Seq
858,1939,10/5/2016,57,11/26/2016,53.04166667,TruSeq RNA stranded,RNA Seq
859,1941,10/10/2016,30,12/16/2016,68.04166667,NP TruSeq DNA Nano,DNA Seq
860,1942,10/13/2016,18,1/16/2017,96.04166667,,Others
861,1944,10/21/2016,93,12/23/2016,64.04166667,Clontech SMARTer Stranded total RNA - Low Input Mammalian,Low input RNA Seq 
862,1945,9/30/2016,77,11/14/2016,46.04166667,NEB Next Ultra DNA,DNA Seq
863,1946,10/26/2016,33,11/14/2016,20.04166667,NEB Next Ultra DNA,DNA Seq
864,1947,10/18/2016,7,11/20/2016,34.04166667,Ready-made library ddRAD,Sequencing only
865,1949,10/27/2016,4,12/11/2016,46.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
866,1950,10/27/2016,1,11/24/2016,29.04166667,TruSeq RNA stranded,RNA Seq
867,1951,10/27/2016,15,12/20/2016,55.04166667,,Others
868,1955,10/24/2016,6,11/12/2016,20.04166667,Ready Made Fragment Library,Sequencing only
869,1956,10/26/2016,69,11/12/2016,18.04166667,Ready Made Fragment Library,Sequencing only
870,1957,10/25/2016,14,12/10/2016,47.04166667,Ready Made Fragment Library,Sequencing only
871,1958,9/29/2016,1,12/20/2016,83.04166667,NP TruSeq DNA Nano,DNA Seq
872,1959,10/28/2016,4,12/23/2016,57.04166667,Nugen Ultra Low Input,DNA Seq
873,1960,10/12/2016,16,1/25/2017,106.04166670000001,TruSeq RNA stranded,RNA Seq
874,1961,11/1/2016,6,12/5/2016,35.0,TruSeq DNA PCR-Free LT Kit,DNA Seq
875,1962,9/6/2016,12,11/30/2016,86.04166667,Agilent Sure Select Mouse All Exon,Exome Seq
876,1963,11/1/2016,6,12/10/2016,40.0,Ready made Library Bisulfide Treatment,Sequencing only
877,1965,10/25/2016,28,12/18/2016,55.04166667,TruSeq RNA stranded,RNA Seq
878,1967,11/2/2016,1,11/30/2016,29.0,Ready Made library,Others
879,1968,11/2/2016,6,11/11/2016,10.0,Ready Made Library-Homemade kit,Sequencing only
880,1970,11/4/2016,68,11/11/2016,8.0,SmartSeq2-Picelli,Single cell RNA Seq
881,1971,11/3/2016,12,1/16/2017,75.0,TruSeq RNA stranded,RNA Seq
882,1972,3/22/2016,26,12/16/2016,270.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
883,1973,5/3/2016,20,12/16/2016,228.04166669999998,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
884,1974,11/7/2016,6,1/23/2017,78.0,,Others
885,1975,10/3/2016,1,11/8/2016,37.04166667,NEB Next Ultra DNA,DNA Seq
886,1977,11/4/2016,12,12/16/2016,43.0,Clontech SMARTer Stranded total RNA - Low Input Mammalian,Low input RNA Seq 
887,1978,10/12/2016,16,12/20/2016,70.04166667,TruSeq RNA stranded,RNA Seq
888,1980,11/7/2016,2,12/20/2016,44.0,NP TruSeq DNA Nano,DNA Seq
889,1981,11/10/2016,11,11/15/2016,6.0,Lexogen_mRNA_stranded,RNA Seq
890,1983,11/14/2016,12,12/10/2016,27.0,Ready made library,Others
891,1984,11/10/2016,16,1/23/2017,75.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
892,1986,11/10/2016,8,11/15/2016,6.0,NEB Next Ultra DNA,DNA Seq
893,1987,11/10/2016,2,11/15/2016,6.0,NEB Next Ultra DNA,DNA Seq
894,1992,6/17/2015,4,11/23/2016,526.0416667,Lucigen Mate Pair Library prep,Others
895,1996,11/21/2016,6,12/18/2016,28.0,TruSeq RNA stranded,RNA Seq
896,1997,10/10/2016,8,2/23/2017,137.04166669999998,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
897,1998,11/21/2016,2,8/8/2017,260.9583333,NP TruSeq DNA Nano,DNA Seq
898,1999,11/21/2016,13,1/16/2017,57.0,TruSeq RNA stranded,RNA Seq
899,2001,11/23/2016,4,2/9/2017,79.0,,Others
900,2003,9/14/2016,24,12/20/2016,98.04166667,TruSeq RNA stranded,RNA Seq
901,2007,11/23/2016,12,12/26/2016,34.0,NEB Next Ultra DNA,DNA Seq
902,2010,11/22/2016,9,3/28/2017,126.95833329999999,NEBnext smRNA,Others
903,2011,10/25/2016,4,1/30/2017,98.04166667,TruSeq RNA stranded,RNA Seq
904,2013,11/25/2016,1,1/23/2017,60.0,Ready-made library ddRAD,Sequencing only
905,2014,11/25/2016,1,1/23/2017,60.0,Ready-made library ddRAD,Sequencing only
906,2015,11/24/2016,4,3/28/2017,124.95833329999999,Ready made Library Bisulfide Treatment,Sequencing only
907,2016,11/25/2016,4,3/28/2017,123.95833329999999,Ready made Library Bisulfide Treatment,Sequencing only
908,2017,11/25/2016,9,1/25/2017,62.0,TruSeq RNA stranded,RNA Seq
909,2019,12/1/2016,112,12/3/2016,3.0,SmartSeq2-Picelli,Single cell RNA Seq
910,2020,12/1/2016,15,12/3/2016,3.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
911,2023,12/2/2016,10,12/17/2016,16.0,Ready Made Library-Homemade kit,Sequencing only
912,2025,12/5/2016,10,12/5/2016,1.0,Ready Made library,Others
913,2026,12/5/2016,1,12/5/2016,1.0,NEB Next Ultra DNA,DNA Seq
914,2027,8/2/2016,21,4/5/2017,247.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
915,2029,12/6/2016,7,12/8/2016,3.0,Lexogen_mRNA_stranded,RNA Seq
916,2030,12/8/2016,6,3/28/2017,110.95833329999999,TruSeq DNA Nano,DNA Seq
917,2031,12/8/2016,101,12/16/2016,9.0,Lexogen_mRNA_stranded,RNA Seq
918,2033,12/9/2016,13,12/10/2016,2.0,NEB Next Ultra DNA,DNA Seq
919,2034,12/4/2016,1,12/13/2016,10.0,Ready-made library ddRAD,Sequencing only
920,2035,12/6/2016,12,1/25/2017,51.0,TruSeq RNA stranded,RNA Seq
921,2036,12/12/2016,32,2/28/2017,79.0,TruSeq Small RNA,Others
922,2037,12/9/2016,1,12/17/2016,9.0,Ready Made library,Others
923,2038,11/28/2016,30,2/9/2017,74.0,TruSeq DNA Nano,DNA Seq
924,2039,11/30/2016,30,2/9/2017,72.0,TruSeq DNA Nano,DNA Seq
925,2041,12/14/2016,3,3/22/2017,99.0,TruSeq DNA Nano,DNA Seq
926,2042,12/14/2016,152,12/26/2016,13.0,NEB Next Ultra DNA,DNA Seq
927,2043,11/3/2016,1,1/16/2017,75.0,CLIP,Others
928,2044,12/15/2016,22,2/9/2017,57.0,TruSeq RNA stranded,RNA Seq
929,2045,12/15/2016,8,1/21/2017,38.0,TruSeq RNA stranded,RNA Seq
930,2047,12/15/2016,29,4/12/2017,118.95833329999999,TruSeq DNA,DNA Seq
931,2048,11/17/2016,2,1/25/2017,70.0,TruSeq RNA stranded,RNA Seq
932,2049,10/12/2016,16,1/25/2017,106.04166670000001,TruSeq RNA stranded,RNA Seq
933,2050,11/10/2016,12,1/16/2017,68.0,TruSeq RNA stranded,RNA Seq
934,2051,8/29/2016,19,1/25/2017,150.04166669999998,TruSeq RNA stranded,RNA Seq
935,2052,12/14/2016,4,1/23/2017,41.0,Ready Made Libraries,Others
936,2053,12/14/2016,16,1/30/2017,48.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
937,2054,12/19/2016,5,1/23/2017,36.0,Ready Made library,Others
938,2055,12/19/2016,4,2/9/2017,53.0,TruSeq DNA Nano,DNA Seq
939,2057,12/9/2016,12,1/21/2017,44.0,TruSeq RNA stranded,RNA Seq
940,2058,11/25/2016,3,4/28/2017,154.95833330000002,TruSeq RNA stranded,RNA Seq
941,2059,12/19/2016,1,3/28/2017,99.95833333,TruSeq DNA Nano,DNA Seq
942,2060,12/19/2016,61,2/17/2017,61.0,,Others
943,2061,12/15/2016,6,1/21/2017,38.0,TruSeq RNA stranded,RNA Seq
944,2062,12/14/2016,9,1/31/2017,49.0,Encore Complete Prokaryotic RNA-Seq DR Multiplex System,Others
945,2063,12/15/2016,5,3/22/2017,98.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
946,2064,12/19/2016,48,4/28/2017,130.9583333,Ready Made Fragment Library,Sequencing only
947,2069,12/21/2016,4,2/11/2017,53.0,TruSeq DNA Nano,DNA Seq
948,2070,12/21/2016,12,1/23/2017,34.0,Ready Made Library,Others
949,2071,12/5/2016,28,1/30/2017,57.0,Ready made Library Bisulfide Treatment,Sequencing only
950,2073,12/16/2016,10,1/21/2017,37.0,TruSeq RNA stranded,RNA Seq
951,2074,12/19/2016,8,1/21/2017,34.0,TruSeq RNA stranded,RNA Seq
952,2077,12/20/2016,7,1/30/2017,42.0,Ready-made library ddRAD,Sequencing only
953,2079,12/21/2016,2,1/9/2017,20.0,Ready Made library,Others
954,2081,1/5/2017,30,1/21/2017,17.0,TruSeq RNA stranded,RNA Seq
955,2082,1/10/2017,8,1/31/2017,22.0,TruSeq RNA stranded,RNA Seq
956,2083,11/9/2016,10,1/10/2017,63.0,NEB Next Ultra DNA,DNA Seq
957,2084,1/10/2017,5,1/23/2017,14.0,User made NEB ChIP-seq,Unknown
958,2085,11/21/2016,41,1/17/2017,58.0,NEB Next Ultra DNA,DNA Seq
959,2089,1/3/2017,32,1/23/2017,21.0,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1,Low input RNA Seq 
960,2090,12/13/2016,120,2/11/2017,61.0,Nimblegen SeqCap Library user made,Unknown
961,2091,1/23/2017,12,2/9/2017,18.0,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1,Low input RNA Seq 
962,2092,11/17/2016,32,3/2/2017,106.0,TruSeq RNA stranded,RNA Seq
