id,start_date,num_samples,end_date,days_to_complete,library_type
1285,9/4/2015,9,10/18/2015,45,TruSeq RNA stranded
1286,9/10/2015,81,10/22/2015,43,NEB Next Ultra DNA
1289,8/31/2015,30,11/2/2015,64.04166667,
1297,9/8/2015,40,11/4/2015,58.04166667,TruSeq RNA stranded
1298,8/19/2015,9,9/28/2015,41,Ready Made library
1299,9/14/2015,2,10/29/2015,46.04166667,Nextera XT
1300,9/17/2015,18,11/6/2015,51.04166667,TruSeq RNA stranded
1302,9/21/2015,14,10/12/2015,22,Ready -made libraries
1303,9/8/2015,1,10/22/2015,45,TruSeq DNA Nano
1304,9/7/2015,2,11/6/2015,61.04166667,TruSeq DNA PCR-Free LT Kit
1305,9/17/2015,6,11/6/2015,51.04166667,Agilent Sure Select Human All Exon v5+UTR
1306,9/17/2015,7,11/6/2015,51.04166667,Agilent Sure Select Human All Exon v5+UTR
1307,9/17/2015,6,11/6/2015,51.04166667,Agilent Sure Select Human All Exon v5+UTR
1309,9/23/2015,8,11/29/2015,68.04166667,Ready made Library Bisulfide Treatment
1310,7/14/2015,7,10/2/2015,81,Ready Made Library
1311,9/7/2015,4,11/16/2015,71.04166667,TruSeq DNA Nano
1312,9/17/2015,8,10/12/2015,26,Ready-made library ddRAD
1313,9/24/2015,4,11/3/2015,41.04166667,Ready Made Library-Homemade kit
1314,9/14/2015,6,10/12/2015,29,NuGEN Ovation Single Cell RNA-Seq System
1318,8/25/2015,4,11/6/2015,74.04166667,Ready Made Library-Clonetech
1319,9/30/2015,4,11/16/2015,48.04166667,Ready-made library ddRAD
1321,9/17/2015,8,10/2/2015,16,Ready Made Library
1322,9/29/2015,12,11/15/2015,48.04166667,TruSeq RNA stranded
1325,9/24/2015,12,11/3/2015,41.04166667,TruSeq RNA stranded
1326,10/1/2015,1,10/18/2015,18,Ready-made library ddRAD
1327,10/1/2015,10,11/29/2015,60.04166667,Ready Made Library
1331,10/8/2015,6,11/3/2015,27.04166667,TruSeq RNA stranded
1332,10/12/2015,1,11/3/2015,23.04166667,RiboSeq
1333,10/13/2015,12,11/29/2015,48.04166667,TruSeq RNA stranded
1334,10/12/2015,1,10/18/2015,7,Ready Made library
1335,10/9/2015,4,11/3/2015,26.04166667,Ready Made Fragment Library
1336,10/9/2015,20,3/25/2016,169.0416667,TruSeq DNA Nano
1337,9/29/2015,20,11/3/2015,36.04166667,Ready Made Fragment Library
1338,10/9/2015,4,1/27/2016,111.0416667,Nugen Ultra Low Input
1339,9/1/2015,26,11/3/2015,64.04166667,TruSeq RNA stranded
1340,10/12/2015,24,11/15/2015,35.04166667,TruSeq RNA stranded
1341,10/13/2015,18,11/16/2015,35.04166667,TruSeq RNA stranded
1342,10/7/2015,23,1/27/2016,113.0416667,Agilent Sure Select Human All Exon v5+UTR
1343,10/6/2015,36,12/16/2015,72.04166667,TruSeq RNA stranded
1344,10/15/2015,13,11/3/2015,20.04166667,NuGEN Ovation Single Cell RNA-Seq System
1345,10/15/2015,10,11/16/2015,33.04166667,Nugen Ultra Low Input
1347,10/14/2015,15,11/16/2015,34.04166667,TruSeq RNA stranded
1349,10/16/2015,2,12/8/2015,54.04166667,TruSeq DNA Nano
1350,10/13/2015,6,11/29/2015,48.04166667,TruSeq RNA stranded
1352,10/1/2015,59,11/16/2015,47.04166667,
1353,10/12/2015,16,12/16/2015,66.04166667,TruSeq RNA stranded
1354,10/12/2015,16,12/7/2015,57.04166667,NEBnext smRNA
1355,10/12/2015,56,3/23/2016,164.0416667,NEB Next DNA
1357,10/26/2015,55,11/27/2015,33,TruSeq RNA stranded
1360,7/23/2015,18,12/7/2015,138.0416667,TruSeq RNA stranded
1361,10/29/2015,3,11/5/2015,8,NEB Next Ultra DNA
1363,10/29/2015,75,5/30/2016,214.9583333,TruSeq DNA Nano
1364,10/28/2015,11,11/2/2015,6,Ready Made library
1365,11/2/2015,6,1/27/2016,87,TruSeq RNA stranded
1366,10/9/2015,12,11/27/2015,50.04166667,TruSeq RNA stranded
1367,10/29/2015,18,12/14/2015,47,TruSeq RNA stranded
1368,11/2/2015,5,11/29/2015,28,TruSeq RNA stranded
1369,11/2/2015,22,1/27/2016,87,
1371,11/4/2015,35,12/14/2015,41,TruSeq RNA stranded
1372,11/4/2015,4,11/29/2015,26,Agilent Sure Select Mouse All Exon
1373,11/3/2015,12,12/7/2015,35,TruSeq RNA stranded
1374,3/6/2015,12,12/7/2015,277,NEBnext smRNA
1375,11/2/2015,4,12/7/2015,36,Ready Made Libraries
1376,11/2/2015,4,12/7/2015,36,Ready Made Libraries
1377,11/5/2015,15,1/7/2016,64,NEB Next Ultra DNA
1378,3/9/2015,12,1/18/2016,316,TruSeq RNA stranded
1379,11/9/2015,5,12/8/2015,30,TruSeq DNA Nano
1381,11/6/2015,24,12/29/2015,54,TruSeq RNA stranded
1382,11/13/2015,8,11/29/2015,17,Ready Made Library
1383,11/2/2015,6,1/4/2016,64,TruSeq DNA Nano
1384,11/16/2015,4,2/4/2016,81,TruSeq DNA Nano
1385,11/16/2015,9,2/4/2016,81,
1386,11/16/2015,2,12/16/2015,31,TruSeq DNA Nano
1389,11/18/2015,32,11/29/2015,12,
1391,10/26/2015,2,3/22/2016,149,TruSeq DNA Nano
1392,10/22/2015,2,1/4/2016,75.04166667,TruSeq DNA Nano
1394,11/3/2015,14,2/4/2016,94,TruSeq DNA Nano
1396,3/31/2015,30,1/4/2016,280.0416667,TruSeq RNA stranded
1397,11/9/2015,33,1/4/2016,57,TruSeq RNA stranded
1398,11/20/2015,4,12/29/2015,40,TruSeq Small RNA
1399,11/18/2015,14,12/29/2015,42,TruSeq Small RNA
1400,11/19/2015,17,12/7/2015,19,Nugen Ultra Low Input
1401,11/16/2015,8,12/14/2015,29,Ready-made library ddRAD
1402,11/23/2015,6,1/4/2016,43,TruSeq RNA stranded
1405,11/10/2015,1,12/8/2015,29,Ready Made library
1406,11/25/2015,1,1/27/2016,64,TruSeq DNA Nano
1408,10/8/2015,49,1/18/2016,103.0416667,TruSeq RNA stranded
1409,11/15/2015,6,1/4/2016,51,TruSeq RNA stranded
1412,11/23/2015,5,2/4/2016,74,TruSeq DNA Nano
1413,11/23/2015,5,2/4/2016,74,TruSeq RNA stranded
1415,11/24/2015,2,2/4/2016,73,TruSeq DNA Nano
1416,11/23/2015,5,2/4/2016,74,TruSeq DNA Nano
1417,11/27/2015,3,2/4/2016,70,TruSeq RNA stranded
1418,10/16/2015,10,2/25/2016,133.0416667,TruSeq RNA stranded
1419,11/30/2015,6,12/16/2015,17,Ready Made Fragment Library
1428,12/3/2015,12,12/16/2015,14,NEBnext smRNA
1429,11/25/2015,1,3/25/2016,122,TruSeq DNA Nano
1430,11/18/2015,11,1/4/2016,48,NEB Next DNA
1431,12/2/2015,12,1/4/2016,34,TruSeq RNA stranded
1436,12/9/2015,6,12/29/2015,21,Ready-made library ddRAD
1437,12/11/2015,1,1/4/2016,25,Ready made Library Bisulfide Treatment
1438,12/14/2015,10,2/2/2016,51,TruSeq RNA stranded
1440,12/16/2015,4,2/4/2016,51,
1442,12/18/2015,1,1/27/2016,41,Ready-made library ddRAD
1444,12/4/2015,42,4/12/2016,130.9583333,TruSeq RNA stranded
1445,11/10/2015,6,2/2/2016,85,TruSeq RNA stranded
1447,12/22/2015,9,2/26/2016,67,NEBnext smRNA
1453,12/18/2015,15,2/26/2016,71,NEBnext smRNA
1455,1/5/2016,14,5/30/2016,146.9583333,
1456,12/9/2015,12,2/2/2016,56,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1457,12/17/2015,6,2/2/2016,48,
1460,1/11/2016,5,2/2/2016,23,TruSeq RNA stranded
1461,1/11/2016,21,2/10/2016,31,TruSeq RNA stranded
1463,1/15/2016,8,2/4/2016,21,TruSeq RNA stranded
1464,1/14/2016,4,2/10/2016,28,Clontech SMARTer Stranded total RNA - Low Input Mammalian
1465,1/14/2016,6,2/10/2016,28,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1466,1/18/2016,1,1/20/2016,3,Ready Made library
1467,1/19/2016,8,1/20/2016,2,Lexogen_mRNA_stranded
1468,11/18/2015,14,2/2/2016,77,TruSeq Small RNA
1469,11/20/2015,4,2/2/2016,75,TruSeq Small RNA
1470,11/19/2015,12,5/24/2016,187.9583333,Agilent Sure Select Human All Exon v5+UTR
1472,1/25/2016,1,2/10/2016,17,TruSeq RNA stranded
1473,9/8/2015,1,2/4/2016,150.0416667,TruSeq DNA Nano
1475,12/16/2015,32,5/24/2016,160.9583333,TruSeq RNA stranded
1476,1/8/2016,8,2/29/2016,53,TruSeq RNA stranded
1477,1/22/2016,24,2/29/2016,39,Ready Made Library
1478,1/21/2016,1,3/25/2016,65,Agilent Sure Select Human All Exon v5+UTR
1481,1/27/2016,17,2/26/2016,31,Clontech SMART-Seq v4 Ultra Low Input RNA kit
1482,1/28/2016,4,2/4/2016,8,HiC
1483,1/26/2016,12,2/2/2016,8,NEB Next Ultra DNA
1486,1/29/2016,5,3/25/2016,57,Agilent Sure Select Human All Exon v5+UTR
1487,1/29/2016,12,3/23/2016,55,TruSeq RNA stranded
1488,1/27/2016,2,2/26/2016,31,TruSeq RNA stranded
1489,1/27/2016,2,2/26/2016,31,TruSeq RNA stranded
1490,1/27/2016,2,2/26/2016,31,TruSeq RNA stranded
1491,12/7/2015,18,2/10/2016,66,TruSeq RNA stranded
1499,2/1/2016,39,3/26/2016,55,TruSeq RNA stranded
1500,1/19/2016,9,3/25/2016,67,TruSeq RNA stranded
1501,1/27/2016,7,2/25/2016,30,Ready-made library ddRAD
1502,2/2/2016,1,2/25/2016,24,Ready Made library
1503,11/27/2015,10,2/29/2016,95,NuGEN Ovation Mouse RNA-seq System 1-16
1505,2/3/2016,5,3/12/2016,39,TruSeq RNA stranded
1506,12/7/2015,1,2/26/2016,82,Ready-made library ddRAD
1507,2/4/2016,12,3/28/2016,53.95833333,Ready Made Library
1509,11/5/2015,8,2/25/2016,113,Agilent Sure Select Human All Exon v5+UTR
1510,1/26/2016,8,2/25/2016,31,Agilent Sure Select Human All Exon v5+UTR
1511,1/25/2016,8,2/29/2016,36,TruSeq RNA stranded
1514,2/8/2016,8,2/25/2016,18,Ready made Library Bisulfide Treatment
1515,2/1/2016,21,3/12/2016,41,TruSeq RNA stranded
1517,12/18/2015,15,2/29/2016,74,TruSeq RNA stranded
1520,2/2/2016,28,4/12/2016,70.95833333,NuGEN Ovation Single Cell RNA-Seq System
1523,2/11/2016,12,3/26/2016,45,
1526,2/18/2016,30,3/12/2016,24,NuGEN Ovation Single Cell RNA-Seq System
1527,2/12/2016,6,3/12/2016,30,Ready Made Fragment Library
1528,2/24/2016,6,3/25/2016,31,TruSeq DNA Nano
1529,2/16/2016,117,5/30/2016,104.9583333,TruSeq DNA Nano
1530,2/3/2016,6,3/28/2016,54.95833333,TruSeq RNA stranded
1531,2/19/2016,38,6/6/2016,108.9583333,TruSeq RNA stranded
1532,2/25/2016,9,3/23/2016,28,TruSeq RNA stranded
1534,2/19/2016,16,3/23/2016,34,TruSeq RNA stranded
1535,2/16/2016,26,4/7/2016,51.95833333,RiboSeq
1536,2/24/2016,24,3/26/2016,32,TruSeq RNA stranded
1537,1/25/2016,9,4/12/2016,78.95833333,TruSeq Small RNA
1538,2/22/2016,1,3/23/2016,31,Ready Made library
1539,2/21/2016,1,3/23/2016,32,Ready Made library
1540,2/1/2016,5,3/25/2016,54,TruSeq DNA Nano
1541,2/29/2016,16,3/23/2016,24,NuGEN Ovation Single Cell RNA-Seq System
1543,2/16/2016,117,4/9/2016,53.95833333,TruSeq DNA Nano
1544,2/15/2016,68,3/19/2016,34,Nextera XT
1548,3/2/2016,12,4/26/2016,55.95833333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1549,3/1/2016,3,7/25/2016,146.9583333,
1550,3/3/2016,2,4/15/2016,43.95833333,Ready Made Fragment Library
1551,3/7/2016,12,4/7/2016,31.95833333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1552,3/7/2016,18,4/26/2016,50.95833333,TruSeq RNA stranded
1553,3/7/2016,8,4/12/2016,36.95833333,TruSeq Small RNA
1554,3/7/2016,96,6/24/2016,109.9583333,
1555,3/8/2016,8,4/25/2016,48.95833333,TruSeq DNA Nano
1556,3/8/2016,1,3/26/2016,19,Ready Made library
1557,3/10/2016,2,3/28/2016,18.95833333,HiC
1560,3/14/2016,10,3/15/2016,2,Lexogen_mRNA_stranded
1561,3/11/2016,20,4/7/2016,27.95833333,Ready-made smallRNA libraries
1563,2/23/2016,2,11/20/2016,272,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1567,1/21/2016,1,3/28/2016,67.95833333,Agilent Sure Select Human All Exon v5+UTR
1568,1/29/2016,5,3/28/2016,59.95833333,Agilent Sure Select Human All Exon v5+UTR
1569,3/16/2016,5,5/10/2016,55.95833333,Ready Made Library
1570,3/9/2016,12,4/18/2016,40.95833333,NuGEN Ovation Single Cell RNA-Seq System
1572,10/26/2015,3,3/22/2016,149,TruSeq DNA Nano
1573,3/3/2016,24,5/30/2016,88.95833333,
1576,3/4/2016,4,3/28/2016,24.95833333,Ready made Library Bisulfide Treatment
1577,3/21/2016,8,3/28/2016,7.958333333,Ready made Library Bisulfide Treatment
1578,3/22/2016,1,5/30/2016,69.95833333,TruSeq DNA Nano
1579,3/21/2016,4,4/12/2016,22.95833333,Nugen Ultra Low Input
1580,3/10/2016,4,4/25/2016,46.95833333,TruSeq DNA Nano
1581,3/14/2016,9,5/24/2016,71.95833333,TruSeq RNA stranded
1582,1/18/2016,4,4/12/2016,85.95833333,TruSeq RNA stranded
1586,3/15/2016,3,4/25/2016,41.95833333,TruSeq DNA Nano
1587,2/25/2016,1,3/31/2016,35.95833333,Ready Made library
1589,3/21/2016,26,4/25/2016,35.95833333,TruSeq DNA Nano
1591,3/31/2016,1,4/7/2016,8,Ready-made library ddRAD
1592,1/29/2016,5,4/25/2016,87.95833333,Agilent Sure Select Mouse All Exon
1593,10/27/2015,24,5/10/2016,196.9583333,
1594,4/4/2016,6,5/19/2016,46,TruSeq RNA stranded
1596,3/14/2016,72,5/19/2016,66.95833333,TruSeq RNA stranded
1597,4/4/2016,1,4/12/2016,9,Ready Made library
1598,4/4/2016,1,4/12/2016,9,Ready Made library
1599,2/17/2016,4,7/19/2016,153.9583333,TruSeq RNA stranded
1600,3/29/2016,4,7/19/2016,113,TruSeq RNA stranded
1601,3/26/2016,8,4/26/2016,31.95833333,Agilent Sure Select Human All Exon v5+UTR
1602,3/26/2016,8,4/26/2016,31.95833333,Agilent Sure Select Human All Exon v5+UTR
1604,4/4/2016,44,5/10/2016,37,Nextera XT
1605,4/7/2016,1,4/26/2016,20,Ready Made library
1608,4/7/2016,13,4/26/2016,20,Ready-made library ddRAD
1609,4/11/2016,1,4/26/2016,16,Ready Made library
1610,4/13/2016,1,4/26/2016,14,Ready Made library
1612,4/14/2016,5,5/30/2016,47,TruSeq RNA stranded
1613,4/13/2016,10,4/26/2016,14,Ready-made smallRNA libraries
1614,1/21/2016,14,6/24/2016,155.9583333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1615,4/15/2016,87,4/16/2016,2,NEB Next Ultra DNA
1616,4/14/2016,15,5/19/2016,36,TruSeq RNA stranded
1617,4/15/2016,2,4/26/2016,12,PAR-CLIP like
1618,4/13/2016,6,5/30/2016,48,Agilent Sure Select Human All Exon v5+UTR
1619,4/7/2016,12,5/24/2016,48,
1622,4/18/2016,24,5/24/2016,37,Nextera XT
1623,4/19/2016,20,5/10/2016,22,Lexogen_mRNA_stranded
1626,11/25/2015,10,5/30/2016,187.9583333,TruSeq RNA stranded
1629,4/25/2016,10,7/9/2016,76,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1631,4/25/2016,8,5/30/2016,36,TruSeq RNA stranded
1632,4/25/2016,2,5/24/2016,30,Ready Made library
1633,4/21/2016,24,12/26/2016,250.0416667,Lexogen_mRNA_stranded
1635,4/23/2016,1,6/6/2016,45,TruSeq DNA Nano
1636,4/26/2016,20,8/9/2016,106,TruSeq DNA PCR-Free LT Kit
1639,4/28/2016,24,5/10/2016,13,Nextera XT
1640,4/26/2016,1,5/22/2016,27,Ready Made library
1641,4/26/2016,1,5/22/2016,27,Ready Made library
1642,5/1/2016,1,5/22/2016,22,Ready Made library
1643,5/2/2016,1,5/22/2016,21,Ready Made library
1644,4/26/2016,96,5/22/2016,27,Lexogen_mRNA_stranded
1649,5/3/2016,7,5/24/2016,22,None
1650,4/26/2016,5,5/24/2016,29,Ready made Library Bisulfide Treatment
1651,5/3/2016,4,5/24/2016,22,None
1657,4/29/2016,4,5/24/2016,26,None
1658,5/3/2016,22,5/30/2016,28,Nextera XT
1660,4/29/2016,8,5/11/2016,13,Lexogen_mRNA_stranded
1664,5/3/2016,20,6/21/2016,50,Agilent Sure Select Human All Exon v6+UTR
1665,3/22/2016,26,6/21/2016,91.95833333,Agilent Sure Select Human All Exon v6+UTR
1666,5/12/2016,182,7/19/2016,69,Clontech SMART-Seq v4 Ultra Low Input RNA kit
1670,5/10/2016,12,6/6/2016,28,TruSeq RNA stranded
1671,5/2/2016,10,6/19/2016,49,Lexogen_mRNA_stranded
1672,5/12/2016,4,5/30/2016,19,Ready Made Libraries
1673,3/31/2016,12,6/6/2016,68,TruSeq DNA Nano
1675,5/12/2016,2,6/6/2016,26,Agilent Sure Select Mouse All Exon
1676,5/12/2016,4,6/13/2016,33,TruSeq DNA Nano
1677,5/12/2016,16,6/13/2016,33,TruSeq RNA stranded
1678,5/18/2016,21,5/30/2016,13,Clontech SMARTer Stranded total RNA - Low Input Mammalian
1679,5/6/2016,8,6/13/2016,39,Agilent Sure Select Human All Exon v6+UTR
1681,11/18/2015,6,6/6/2016,201.9583333,TruSeq RNA stranded
1682,4/25/2016,6,6/6/2016,43,NuGEN Ovation Single Cell RNA-Seq System
1684,5/23/2016,5,5/30/2016,8,Ready Made Fragment Library
1687,5/23/2016,4,6/6/2016,15,TruSeq DNA Nano
1688,5/23/2016,6,6/19/2016,28,Nugen Ultra Low Input
1690,5/17/2016,16,6/19/2016,34,TruSeq RNA stranded
1691,4/27/2016,8,6/6/2016,41,TruSeq DNA Nano
1692,5/6/2016,4,6/6/2016,32,TruSeq DNA Nano
1693,2/17/2016,16,7/25/2016,159.9583333,TruSeq RNA stranded
1695,5/23/2016,64,7/9/2016,48,
1696,5/12/2016,7,7/16/2016,66,Agilent Sure Select Human All Exon v5+UTR
1697,5/31/2016,5,6/6/2016,7,Ready Made Fragment Library
1698,6/2/2016,42,7/3/2016,32,
1699,4/25/2016,10,7/9/2016,76,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1700,5/26/2016,96,7/24/2016,60,TruSeq RNA stranded
1701,6/3/2016,11,8/24/2016,83,TruSeq Small RNA
1702,6/3/2016,5,6/13/2016,11,TruSeq DNA Nano
1704,6/3/2016,4,6/13/2016,11,Agilent Sure Select Human All Exon v6+UTR
1705,6/3/2016,4,6/13/2016,11,TruSeq DNA Nano
1706,6/6/2016,3,7/3/2016,28,Nextera XT
1707,6/6/2016,8,6/12/2016,7,Ready Made library
1709,6/7/2016,8,6/24/2016,18,TruSeq RNA stranded
1710,5/12/2016,24,6/24/2016,44,TruSeq RNA stranded
1712,6/10/2016,2,7/16/2016,37,HiC
1713,6/9/2016,48,8/9/2016,62,TruSeq RNA stranded
1715,6/14/2016,18,8/9/2016,57,TruSeq RNA stranded
1716,6/14/2016,12,7/25/2016,42,TruSeq RNA stranded
1717,6/14/2016,24,7/16/2016,33,Nextera XT
1718,6/15/2016,2,6/15/2016,1,Ready Made library
1720,6/10/2016,6,7/22/2016,43,NEB Next Ultra DNA
1723,6/20/2016,7,7/19/2016,30,Ready-made library ddRAD
1724,6/21/2016,8,6/23/2016,3,Lexogen_mRNA_stranded
1725,5/23/2016,15,7/25/2016,64,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1726,6/17/2016,21,7/9/2016,23,NuGEN Ovation Single Cell RNA-Seq System
1727,6/27/2016,15,7/16/2016,20,TruSeq RNA stranded
1732,6/24/2016,12,8/17/2016,55,NEBnext smRNA
1733,5/13/2016,20,7/16/2016,65,TruSeq RNA stranded
1734,6/24/2016,12,7/11/2016,18,NEB Next Ultra DNA
1735,6/30/2016,3,7/19/2016,20,Ready made Library Bisulfide Treatment
1736,6/17/2016,11,7/19/2016,33,Clontech SMART-Seq v4 Ultra Low Input RNA kit
1737,7/4/2016,30,7/24/2016,21,TruSeq RNA stranded
1738,7/7/2016,36,8/24/2016,49,TruSeq RNA stranded
1739,7/11/2016,51,7/25/2016,15,TruSeq RNA stranded
1740,7/7/2016,12,7/25/2016,19,TruSeq RNA stranded
1742,6/23/2016,2,8/22/2016,61,TruSeq Small RNA
1743,6/26/2016,7,8/9/2016,45,TruSeq RNA stranded
1744,7/12/2016,4,10/3/2016,84,TruSeq DNA Nano
1745,7/12/2016,20,9/5/2016,56,
1746,6/29/2016,15,8/22/2016,55,Clontech SMARTer Stranded total RNA - Low Input Mammalian
1747,7/12/2016,1,8/21/2016,41,TruSeq DNA Nano
1748,7/12/2016,10,8/25/2016,45,TruSeq RNA stranded
1750,7/14/2016,36,8/22/2016,40,
1752,7/14/2016,1,7/22/2016,9,NEB Next Ultra DNA
1753,7/18/2016,28,7/19/2016,2,NEB Next Ultra DNA
1754,7/12/2016,12,8/25/2016,45,Ready made Library Bisulfide Treatment
1755,7/13/2016,10,8/25/2016,44,Ready made Library Bisulfide Treatment
1756,7/19/2016,10,8/9/2016,22,Lexogen QuantSeq 3\ mRNA-Seq
1766,7/24/2016,96,7/25/2016,2,Nextera XT
1768,7/22/2016,7,10/24/2016,95,TruSeq DNA Nano
1769,6/30/2016,200,8/2/2016,34,Lexogen_mRNA_stranded
1770,7/25/2016,1,8/24/2016,31,Ready Made library
1771,7/27/2016,6,8/22/2016,27,Ready Made Fragment Library
1774,7/27/2016,25,7/28/2016,2,Lexogen_mRNA_stranded
1775,7/27/2016,26,8/6/2016,11,CLIP
1776,7/20/2016,30,8/9/2016,21,TruSeq RNA stranded
1777,7/28/2016,12,9/18/2016,53,TruSeq RNA stranded
1779,7/26/2016,32,8/17/2016,23,NEBnext smRNA
1780,8/1/2016,10,8/27/2016,27,Nextera XT
1781,7/28/2016,1,8/9/2016,13,TruSeq DNA Nano
1783,7/29/2016,3,8/9/2016,12,TruSeq DNA Nano
1784,8/27/2016,21,10/25/2016,60,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1785,8/2/2016,34,9/8/2016,38,TruSeq RNA stranded
1786,8/3/2016,10,9/8/2016,37,TruSeq Small RNA
1788,8/3/2016,2,8/25/2016,23,TruSeq Small RNA
1789,7/19/2016,383,8/21/2016,34,Nextera XT
1790,8/5/2016,11,8/22/2016,18,TruSeq RNA stranded
1791,5/20/2016,36,8/22/2016,95,TruSeq RNA stranded
1792,8/8/2016,20,8/21/2016,14,TruSeq RNA stranded
1793,7/26/2016,33,9/8/2016,45,TruSeq RNA stranded
1794,8/9/2016,8,8/11/2016,3,Lexogen_mRNA_stranded
1795,8/9/2016,6,9/5/2016,28,Clontech SMART-Seq v4 Ultra Low Input RNA kit
1798,8/10/2016,4,10/24/2016,76,TruSeq DNA Nano
1799,8/9/2016,20,9/23/2016,46,Ready Made Fragment Library
1800,8/11/2016,2,8/24/2016,14,Ready Made library
1801,8/15/2016,11,8/25/2016,11,Ready made Library Bisulfide Treatment
1803,8/16/2016,4,10/3/2016,49,TruSeq DNA Nano
1804,8/16/2016,12,9/8/2016,24,TruSeq RNA stranded
1806,8/9/2016,15,11/20/2016,104.0416667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1807,8/17/2016,10,8/25/2016,9,NEB Next Ultra DNA
1808,8/17/2016,118,8/30/2016,14,NEB Next Ultra DNA
1810,8/23/2016,12,9/8/2016,17,TruSeq RNA stranded
1811,5/19/2016,6,12/16/2016,212.0416667,
1812,8/24/2016,3,10/3/2016,41,TruSeq DNA Nano
1813,8/20/2016,35,9/5/2016,17,Ready made Library Bisulfide Treatment
1814,8/24/2016,30,10/27/2016,65,TruSeq RNA stranded
1815,8/3/2016,10,9/22/2016,51,TruSeq RNA stranded
1816,8/24/2016,8,9/25/2016,33,TruSeq RNA stranded
1817,8/23/2016,24,9/25/2016,34,TruSeq RNA stranded
1818,8/2/2016,192,9/27/2016,57,Ready Made Library
1819,8/11/2016,24,9/5/2016,26,Ready made Library Bisulfide Treatment
1822,8/23/2016,8,10/23/2016,62,Ready Made Library
1823,8/25/2016,5,10/23/2016,60,Ready Made Library
1824,8/25/2016,12,10/15/2016,52,TruSeq DNA Nano
1825,8/29/2016,8,8/31/2016,3,Lexogen_mRNA_stranded
1826,8/26/2016,6,10/23/2016,59,TruSeq DNA Nano
1827,8/29/2016,19,12/16/2016,110.0416667,TruSeq RNA stranded
1828,8/30/2016,12,10/23/2016,55,TruSeq RNA stranded
1829,8/29/2016,12,9/28/2016,31,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1
1830,8/26/2016,8,10/25/2016,61,Agilent Sure Select Human All Exon v6+UTR
1831,8/26/2016,8,10/25/2016,61,Agilent Sure Select Human All Exon v5+UTR
1833,9/1/2016,7,9/18/2016,18,Ready Made Library-Homemade kit
1838,9/1/2016,120,10/25/2016,55,TruSeq DNA Nano
1839,9/2/2016,40,9/18/2016,17,TruSeq RNA stranded
1840,5/12/2016,136,9/13/2016,125,Ready Made library
1841,8/31/2016,9,9/27/2016,28,Ready Made Library
1842,9/6/2016,12,10/25/2016,50,Agilent Sure Select Mouse All Exon
1845,9/7/2016,30,12/18/2016,103.0416667,TruSeq RNA stranded
1846,9/8/2016,40,10/23/2016,46,Nextera XT
1847,8/17/2016,10,9/13/2016,28,NEB Next Ultra DNA
1848,9/6/2016,4,9/13/2016,8,NEB Next Ultra DNA
1849,9/13/2016,1,9/13/2016,1,None
1852,8/24/2016,7,9/13/2016,21,NEB Next Ultra DNA
1853,8/9/2016,9,9/15/2016,38,NEB Next Ultra DNA
1858,9/13/2016,45,11/5/2016,54.04166667,TruSeq RNA stranded
1859,9/12/2016,3,10/25/2016,44,Agilent Sure Select Human All Exon v6+UTR
1860,9/2/2016,5,9/27/2016,26,Ready Made Library-Homemade kit
1861,9/1/2016,1,10/23/2016,53,Ready Made Library-Homemade kit
1862,9/15/2016,1,9/27/2016,13,Ready Made Library-Homemade kit
1863,5/24/2016,8,9/28/2016,128,SmartSeq2-Picelli
1864,7/18/2016,1,9/16/2016,61,None
1865,9/16/2016,1,9/28/2016,13,CLIP
1866,9/7/2016,2,10/3/2016,27,Ready Made library
1870,9/13/2016,9,10/23/2016,41,Ready Made Library
1872,9/6/2016,60,10/25/2016,50,TruSeq RNA stranded
1873,9/12/2016,18,10/27/2016,46,TruSeq RNA stranded
1874,9/15/2016,2,12/16/2016,93.04166667,TruSeq DNA Nano
1875,8/26/2016,12,10/27/2016,63,TruSeq RNA stranded
1876,9/20/2016,3,9/20/2016,1,Lucigen Mate Pair Library prep
1877,9/19/2016,11,9/28/2016,10,Ready Made Library-Homemade kit
1878,9/19/2016,8,10/23/2016,35,TruSeq DNA Nano
1879,9/21/2016,2,12/10/2016,81.04166667,TruSeq Small RNA
1880,7/7/2016,10,11/7/2016,124.0416667,Ready-made library ddRAD
1884,9/22/2016,1,12/3/2016,73.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
